ID DEPATAMENTO,DEPARTAMENTO,ID MUNICIPIO,MUNICIPIO,ID LOCALIDAD,AÑO SERVICIO,MES SERVICIO,ENERGÍA ACTIVA,ENERGÍA REACTIVA,POTENCIA MÁXIMA,PROMEDIO DIARIO EN HORAS,LATITUD,LONGITUD
47,MAGDALENA,47189,CIÉNAGA,47189018,2023,5,96268,35096.0,189.57,22.28,10.85754552,-74.02500493
50,META,50325,MAPIRIPAN,50325000,2023,5,176312,63644.0,349.8,23.52,3.117523361,-71.93805692
52,NARIÑO,52520,FRANCISCO PIZARRO,52520013,2023,5,4389,2806.0,23.94,7.27,2.088531925,-78.59193099
52,NARIÑO,52390,LA TOLA,52390013,2023,5,7264,2496.0,45.25,7.33,2.56027333,-78.23506694
52,NARIÑO,52390,LA TOLA,52390009,2023,5,5574,3020.0,34.56,7.39,2.56027333,-78.23506694
52,NARIÑO,52427,MAGÜÍ,52427901,2023,5,563,177.0,11.15,1.55,1.906858429,-78.04473644
52,NARIÑO,52427,MAGÜÍ,52427013,2023,5,529,323.0,7.27,2.55,1.906858429,-78.04473644
52,NARIÑO,52490,OLAYA HERRERA,52490913,2023,5,2795,782.0,15.67,6.52,2.287856547,-78.31219024
52,NARIÑO,52835,SAN ANDRÉS DE TUMACO,52835055,2023,5,9047,3500.0,52.8,7.19,1.574550638,-78.61540963
52,NARIÑO,52696,SANTA BÁRBARA,52696014,2023,5,3299,5844.0,24.06,5.48,2.494420411,-77.98256461
52,NARIÑO,52696,SANTA BÁRBARA,52696022,2023,5,3046,2109.0,14.78,8.27,2.494420411,-77.98256461
86,PUTUMAYO,86573,PUERTO LEGUÍZAMO,86573009,2023,5,3369,1846.0,22.4,6.07,0.05947197,-75.06479327
86,PUTUMAYO,86573,PUERTO LEGUÍZAMO,86573000,2023,5,672755,244920.0,1292.63,23.17,0.05947197,-75.06479327
76,VALLE DEL CAUCA,76109,BUENAVENTURA,76109069,2023,5,11148,483.0,44.7,10.0,3.493340766,-77.11872832
76,VALLE DEL CAUCA,76109,BUENAVENTURA,76109105,2023,5,2628,354.0,11.49,8.31,3.493340766,-77.11872832
76,VALLE DEL CAUCA,76109,BUENAVENTURA,76109028,2023,5,100004,36029.0,218.94,21.3,3.493340766,-77.11872832
76,VALLE DEL CAUCA,76109,BUENAVENTURA,76109032,2023,5,6520,2793.0,32.29,8.07,3.493340766,-77.11872832
97,VAUPÉS,97161,CARURÚ,97161000,2023,5,25644,10473.0,84.04,12.18,1.052762314,-71.33093035
97,VAUPÉS,97001,MITÚ,97001000,2023,5,1455730,391070.0,2867.42,24.0,1.06148231,-70.46688401
97,VAUPÉS,97666,TARAIRA,97666000,2023,5,34853,11203.0,127.95,11.1,-0.719822209,-69.90776202
99,VICHADA,99773,CUMARIBO,99773000,2023,5,329337,131132.0,777.48,23.47,4.262454746,-69.52140484
99,VICHADA,99001,PUERTO CARREÑO,99001000,2023,5,2597377,814269.0,5154.16,23.52,5.836529669,-68.14122234
52,NARIÑO,52250,EL CHARCO,52250023,2023,5,17484,6656.0,110.4,6.27,2.216382295,-77.99533234
52,NARIÑO,52250,EL CHARCO,52250007,2023,5,12742,4454.0,56.0,9.24,2.216382295,-77.99533234
91,AMAZONAS,91001,LETICIA,91001000,2023,4,3757604,1047263.0,7680.68,24.0,-3.530058784,-70.04513691
91,AMAZONAS,91540,PUERTO NARIÑO,91540000,2023,4,115634,41170.0,234.61,24.0,-3.631323222,-70.47199039
91,AMAZONAS,91798,TARAPACA (ANM),91798000,2023,4,27679,12805.0,116.73,10.15,-2.451794264,-70.00651535
5,ANTIOQUIA,5873,VIGÍA DEL FUERTE,5873002,2023,4,4117,807.0,52.7,508.0,6.453351334,-76.69504802
88,ARCHIPIÉLAGO DE SAN ANDRÉS y PROVIDENCIA,88564,PROVIDENCIA,88564000,2023,4,1160243,251263.0,1954.0,24.0,13.3511096,-81.37388549
95,GUAVIARE,95200,MIRAFLORES,95200000,2023,4,80666,29742.0,199.32,18.01,1.363974932,-72.01810951
88,ARCHIPIÉLAGO DE SAN ANDRÉS y PROVIDENCIA,88001,SAN ANDRÉS,88001000,2023,4,16724769,4518993.0,29088.7,24.0,12.54311512,-81.71762382
13,BOLÍVAR,13001,CARTAGENA DE INDIAS,13001007,2023,4,65449,38614.0,220.49,13.39,10.46343362,-75.45889915
13,BOLÍVAR,13001,CARTAGENA DE INDIAS,13001037,2023,4,4954,1982.0,19.71,11.2,10.46343362,-75.45889915
13,BOLÍVAR,13001,CARTAGENA DE INDIAS,13001017,2023,4,6741,2627.0,20.13,13.58,10.46343362,-75.45889915
18,CAQUETÁ,18150,CARTAGENA DEL CHAIRA,18150001,2023,4,18351,6956.0,101.76,8.16,0.647693081,-74.27235499
18,CAQUETÁ,18753,SAN VICENTE DEL CAGUÁN,18753002,2023,4,13734,5352.0,39.96,18.03,1.308465061,-74.19746971
18,CAQUETÁ,18753,SAN VICENTE DEL CAGUÁN,18753009,2023,4,5177,2164.0,45.0,5.46,1.308465061,-74.19746971
19,CAUCA,19318,GUAPI,19318008,2023,4,6828,3179.0,45.34,7.18,2.41326696,-77.69047531
19,CAUCA,19318,GUAPI,19318013,2023,4,7455,3647.0,60.03,5.18,2.41326696,-77.69047531
19,CAUCA,19418,LÓPEZ DE MICAY,19418011,2023,4,4506,1661.0,27.39,7.13,2.95819877,-77.24212158
19,CAUCA,19418,LÓPEZ DE MICAY,19418038,2023,4,4223,2097.0,31.14,6.12,2.95819877,-77.24212158
19,CAUCA,19418,LÓPEZ DE MICAY,19418012,2023,4,6039,1778.0,44.99,5.44,2.95819877,-77.24212158
19,CAUCA,19809,TIMBIQUÍ,19809014,2023,4,3800,1154.0,26.48,5.59,2.699475127,-77.49131577
19,CAUCA,19809,TIMBIQUÍ,19809003,2023,4,6705,4514.0,32.88,8.2,2.699475127,-77.49131577
19,CAUCA,19809,TIMBIQUÍ,19809026,2023,4,6201,2619.0,40.51,6.34,2.699475127,-77.49131577
19,CAUCA,19809,TIMBIQUÍ,19809023,2023,4,34862,12076.0,170.37,8.26,2.699475127,-77.49131577
19,CAUCA,19809,TIMBIQUÍ,19809009,2023,4,3907,2038.0,22.58,6.48,2.699475127,-77.49131577
27,CHOCÓ,27006,ACANDÍ,27006000,2023,4,629767,202276.0,1475.76,20.27,8.383938499,-77.26560256
27,CHOCÓ,27006,ACANDÍ,27006007,2023,4,25371,9244.0,136.8,9.01,8.383938499,-77.26560256
27,CHOCÓ,27025,ALTO BAUDO,27025000,2023,4,50835,15895.0,118.89,23.59,5.636740989,-77.0842154
27,CHOCÓ,27075,BAHÍA SOLANO,27075002,2023,4,175291,65889.0,380.69,23.4,6.162762775,-77.41653534
27,CHOCÓ,27077,BAJO BAUDÓ,27077029,2023,4,597,206.0,6.42,3.52,4.492865435,-77.08271352
27,CHOCÓ,27077,BAJO BAUDÓ,27077026,2023,4,2833,1288.0,28.04,0.31,4.492865435,-77.08271352
27,CHOCÓ,27077,BAJO BAUDÓ,27077011,2023,4,2756,1837.0,38.4,3.49,4.492865435,-77.08271352
27,CHOCÓ,27077,BAJO BAUDÓ,27077000,2023,4,221687,97807.0,446.16,23.24,4.492865435,-77.08271352
27,CHOCÓ,27077,BAJO BAUDÓ,27077916,2023,4,3950,1876.0,28.21,6.28,4.492865435,-77.08271352
27,CHOCÓ,27099,BOJAYÁ,27099000,2023,4,100105,31137.0,251.99,16.53,6.474666885,-77.09933025
27,CHOCÓ,27099,BOJAYÁ,27099030,2023,4,7295,3267.0,33.46,9.23,6.474666885,-77.09933025
27,CHOCÓ,27250,EL LITORAL DEL SAN JUAN,27250000,2023,4,85347,47372.0,233.64,17.41,4.272940191,-76.98785828
27,CHOCÓ,27372,JURADO,27372000,2023,4,178615,69357.0,370.72,23.29,7.103338868,-77.67973662
27,CHOCÓ,27425,MEDIO ATRATO,27425000,2023,4,9745,4156.0,56.0,9.28,6.033880098,-76.6734697
27,CHOCÓ,27450,MEDIO SAN JUAN,27450016,2023,4,0,0.0,0.0,0.0,4.621182739,-76.80861843
27,CHOCÓ,27495,NUQUÍ,27495912,2023,4,2362,932.0,11.4,12.16,5.591359844,-77.33057439
27,CHOCÓ,27001,QUIBDÓ,27001029,2023,4,6755,2435.0,48.46,6.2,5.7543229,-76.65015147
27,CHOCÓ,27615,RIOSUCIO,27615912,2023,4,122,69.0,5.58,0.51,7.389887937,-77.24067483
27,CHOCÓ,27615,RIOSUCIO,27615930,2023,4,114,46.0,2.04,0.9,7.389887937,-77.24067483
27,CHOCÓ,27800,UNGUÍA,27800001,2023,4,22569,8978.0,84.63,11.37,8.117281079,-77.10372723
27,CHOCÓ,27800,UNGUÍA,27800005,2023,4,16564,4076.0,96.8,8.41,8.117281079,-77.10372723
27,CHOCÓ,27800,UNGUÍA,27800000,2023,4,416394,147360.0,860.11,22.12,8.117281079,-77.10372723
94,GUAINÍA,94343,BARRANCO MINAS,94343000,2023,4,51123,12598.0,178.58,15.56,3.140558454,-69.69713423
44,LA GUAJIRA,44847,URIBIA,44847012,2023,4,58390,10988.0,341.28,12.13,11.99971986,-71.74882662
47,MAGDALENA,47189,CIÉNAGA,47189018,2023,4,92907,32959.0,187.26,22.47,10.85754552,-74.02500493
50,META,50325,MAPIRIPAN,50325000,2023,4,162955,61120.0,345.4,23.56,3.117523361,-71.93805692
52,NARIÑO,52250,EL CHARCO,52250023,2023,4,18414,7060.0,115.2,6.56,2.216382295,-77.99533234
52,NARIÑO,52250,EL CHARCO,52250003,2023,4,3370,2751.0,29.34,4.53,2.216382295,-77.99533234
52,NARIÑO,52250,EL CHARCO,52250007,2023,4,9928,3132.0,56.0,7.36,2.216382295,-77.99533234
52,NARIÑO,52520,FRANCISCO PIZARRO,52520013,2023,4,3385,2170.0,24.8,6.0,2.088531925,-78.59193099
52,NARIÑO,52390,LA TOLA,52390013,2023,4,6624,2615.0,44.93,7.01,2.56027333,-78.23506694
52,NARIÑO,52390,LA TOLA,52390009,2023,4,5260,2804.0,39.01,7.03,2.56027333,-78.23506694
52,NARIÑO,52427,MAGÜÍ,52427901,2023,4,618,176.0,12.35,1.53,1.906858429,-78.04473644
52,NARIÑO,52427,MAGÜÍ,52427013,2023,4,791,404.0,8.11,4.02,1.906858429,-78.04473644
52,NARIÑO,52490,OLAYA HERRERA,52490913,2023,4,2820,744.0,16.94,6.56,2.287856547,-78.31219024
52,NARIÑO,52835,SAN ANDRÉS DE TUMACO,52835055,2023,4,5522,2177.0,55.2,4.3,1.574550638,-78.61540963
52,NARIÑO,52696,SANTA BÁRBARA,52696014,2023,4,3299,5747.0,25.44,5.54,2.494420411,-77.98256461
52,NARIÑO,52696,SANTA BÁRBARA,52696022,2023,4,2694,1758.0,15.24,8.45,2.494420411,-77.98256461
86,PUTUMAYO,86573,PUERTO LEGUÍZAMO,86573009,2023,4,3164,1859.0,25.6,5.56,0.05947197,-75.06479327
86,PUTUMAYO,86573,PUERTO LEGUÍZAMO,86573000,2023,4,696773,247540.0,1741.17,23.25,0.05947197,-75.06479327
76,VALLE DEL CAUCA,76109,BUENAVENTURA,76109069,2023,4,9219,246.0,43.49,8.29,3.493340766,-77.11872832
76,VALLE DEL CAUCA,76109,BUENAVENTURA,76109105,2023,4,1205,147.0,12.25,4.0,3.493340766,-77.11872832
76,VALLE DEL CAUCA,76109,BUENAVENTURA,76109028,2023,4,99985,35264.0,212.26,22.16,3.493340766,-77.11872832
76,VALLE DEL CAUCA,76109,BUENAVENTURA,76109030,2023,4,4269,1610.0,25.42,9.0,3.493340766,-77.11872832
76,VALLE DEL CAUCA,76109,BUENAVENTURA,76109032,2023,4,6410,2725.0,35.2,8.06,3.493340766,-77.11872832
97,VAUPÉS,97161,CARURÚ,97161000,2023,4,16139,6413.0,92.66,7.53,1.052762314,-71.33093035
97,VAUPÉS,97001,MITÚ,97001000,2023,4,1337582,371098.0,2946.82,23.53,1.06148231,-70.46688401
97,VAUPÉS,97666,TARAIRA,97666000,2023,4,32641,10279.0,131.03,11.03,-0.719822209,-69.90776202
99,VICHADA,99773,CUMARIBO,99773000,2023,4,314033,126900.0,686.84,23.49,4.262454746,-69.52140484
99,VICHADA,99524,LA PRIMAVERA,99524000,2023,4,261782,104332.0,697.82,23.34,5.517593607,-69.62044054
99,VICHADA,99001,PUERTO CARREÑO,99001000,2023,4,2600678,810150.0,5179.68,23.59,5.836529669,-68.14122234
91,AMAZONAS,91001,LETICIA,91001000,2023,3,3917986,1104048.0,7734.83,24.0,-3.530058784,-70.04513691
91,AMAZONAS,91540,PUERTO NARIÑO,91540000,2023,3,118535,41866.0,238.83,24.0,-3.631323222,-70.47199039
91,AMAZONAS,91798,TARAPACA (ANM),91798000,2023,3,27972,12997.0,105.42,10.15,-2.451794264,-70.00651535
5,ANTIOQUIA,5873,VIGÍA DEL FUERTE,5873002,2023,3,5317,1026.0,41.15,6.35,6.453351334,-76.69504802
88,ARCHIPIÉLAGO DE SAN ANDRÉS y PROVIDENCIA,88564,PROVIDENCIA,88564000,2023,3,1139382,246072.0,1873.93,24.0,13.3511096,-81.37388549
13,BOLÍVAR,13001,CARTAGENA DE INDIAS,13001007,2023,3,62498,37175.0,190.64,13.34,10.46343362,-75.45889915
13,BOLÍVAR,13001,CARTAGENA DE INDIAS,13001037,2023,3,6068,2414.0,18.75,14.15,10.46343362,-75.45889915
13,BOLÍVAR,13001,CARTAGENA DE INDIAS,13001017,2023,3,5810,1960.0,17.76,13.45,10.46343362,-75.45889915
18,CAQUETÁ,18150,CARTAGENA DEL CHAIRA,18150001,2023,3,18036,6919.0,92.7,8.03,0.647693081,-74.27235499
18,CAQUETÁ,18753,SAN VICENTE DEL CAGUÁN,18753002,2023,3,14812,5782.0,40.46,17.19,1.308465061,-74.19746971
18,CAQUETÁ,18753,SAN VICENTE DEL CAGUÁN,18753009,2023,3,5372,2251.0,47.4,5.21,1.308465061,-74.19746971
19,CAUCA,19318,GUAPI,19318008,2023,3,8947,4328.0,45.84,9.22,2.41326696,-77.69047531
19,CAUCA,19318,GUAPI,19318013,2023,3,11443,5932.0,56.76,8.29,2.41326696,-77.69047531
19,CAUCA,19418,LÓPEZ DE MICAY,19418011,2023,3,4883,1670.0,28.29,7.27,2.95819877,-77.24212158
19,CAUCA,19418,LÓPEZ DE MICAY,19418038,2023,3,4114,2027.0,29.82,6.01,2.95819877,-77.24212158
19,CAUCA,19418,LÓPEZ DE MICAY,19418012,2023,3,6528,2003.0,42.4,6.15,2.95819877,-77.24212158
19,CAUCA,19809,TIMBIQUÍ,19809014,2023,3,4172,1189.0,26.34,6.23,2.699475127,-77.49131577
19,CAUCA,19809,TIMBIQUÍ,19809003,2023,3,6017,4289.0,30.8,7.19,2.699475127,-77.49131577
19,CAUCA,19809,TIMBIQUÍ,19809026,2023,3,3391,1561.0,41.33,3.19,2.699475127,-77.49131577
19,CAUCA,19809,TIMBIQUÍ,19809023,2023,3,5212,1884.0,177.41,1.25,2.699475127,-77.49131577
19,CAUCA,19809,TIMBIQUÍ,19809009,2023,3,3811,1892.0,21.96,6.24,2.699475127,-77.49131577
27,CHOCÓ,27006,ACANDÍ,27006000,2023,3,707587,224618.0,1220.74,23.39,8.383938499,-77.26560256
27,CHOCÓ,27006,ACANDÍ,27006007,2023,3,23175,8659.0,128.26,8.46,8.383938499,-77.26560256
27,CHOCÓ,27025,ALTO BAUDO,27025000,2023,3,52024,16650.0,119.15,23.55,5.636740989,-77.0842154
27,CHOCÓ,27075,BAHÍA SOLANO,27075002,2023,3,170570,66573.0,348.48,23.45,6.162762775,-77.41653534
27,CHOCÓ,27077,BAJO BAUDÓ,27077029,2023,3,1039,333.0,8.02,6.15,4.492865435,-77.08271352
27,CHOCÓ,27077,BAJO BAUDÓ,27077026,2023,3,5926,2553.0,30.5,8.26,4.492865435,-77.08271352
27,CHOCÓ,27077,BAJO BAUDÓ,27077011,2023,3,4166,1935.0,32.0,5.34,4.492865435,-77.08271352
27,CHOCÓ,27077,BAJO BAUDÓ,27077000,2023,3,213596,95092.0,478.37,22.18,4.492865435,-77.08271352
27,CHOCÓ,27077,BAJO BAUDÓ,27077016,2023,3,7066,2655.0,43.56,7.55,4.492865435,-77.08271352
27,CHOCÓ,27077,BAJO BAUDÓ,27077916,2023,3,2345,1137.0,32.74,3.48,4.492865435,-77.08271352
27,CHOCÓ,27099,BOJAYÁ,27099000,2023,3,99574,31581.0,249.5,16.43,6.474666885,-77.09933025
27,CHOCÓ,27099,BOJAYÁ,27099005,2023,3,12634,6282.0,67.2,7.5,6.474666885,-77.09933025
27,CHOCÓ,27099,BOJAYÁ,27099030,2023,3,7454,3341.0,42.49,9.17,6.474666885,-77.09933025
27,CHOCÓ,27250,EL LITORAL DEL SAN JUAN,27250002,2023,3,2161,715.0,17.47,4.56,4.272940191,-76.98785828
27,CHOCÓ,27250,EL LITORAL DEL SAN JUAN,27250000,2023,3,85802,45692.0,224.66,17.08,4.272940191,-76.98785828
27,CHOCÓ,27372,JURADO,27372000,2023,3,178818,72656.0,323.36,23.54,7.103338868,-77.67973662
27,CHOCÓ,27425,MEDIO ATRATO,27425000,2023,3,8896,4537.0,68.0,7.58,6.033880098,-76.6734697
27,CHOCÓ,27450,MEDIO SAN JUAN,27450016,2023,3,0,0.0,0.0,0.0,4.621182739,-76.80861843
27,CHOCÓ,27495,NUQUÍ,27495912,2023,3,2891,697.0,11.41,9.15,5.591359844,-77.33057439
27,CHOCÓ,27001,QUIBDÓ,27001029,2023,3,9585,3426.0,53.86,8.12,5.7543229,-76.65015147
27,CHOCÓ,27615,RIOSUCIO,27615912,2023,3,190,111.0,4.49,1.34,7.389887937,-77.24067483
27,CHOCÓ,27615,RIOSUCIO,27615930,2023,3,19,7.0,1.79,0.0,7.389887937,-77.24067483
27,CHOCÓ,27800,UNGUÍA,27800001,2023,3,21678,8654.0,80.81,11.03,8.117281079,-77.10372723
27,CHOCÓ,27800,UNGUÍA,27800005,2023,3,16786,4111.0,94.34,8.3,8.117281079,-77.10372723
27,CHOCÓ,27800,UNGUÍA,27800000,2023,3,417786,149595.0,834.77,22.13,8.117281079,-77.10372723
94,GUAINÍA,94343,BARRANCO MINAS,94343000,2023,3,68624,18304.0,184.9,16.13,3.140558454,-69.69713423
95,GUAVIARE,95200,MIRAFLORES,95200000,2023,3,84855,29197.0,202.84,18.12,1.363974932,-72.01810951
44,LA GUAJIRA,44847,URIBIA,44847012,2023,3,61337,11434.0,331.78,10.08,11.99971986,-71.74882662
47,MAGDALENA,47189,CIÉNAGA,47189018,2023,3,96521,33853.0,193.02,23.29,10.85754552,-74.02500493
50,META,50325,MAPIRIPAN,50325000,2023,3,179782,69028.0,349.8,23.55,3.117523361,-71.93805692
52,NARIÑO,52250,EL CHARCO,52250023,2023,3,23633,9050.0,105.6,9.07,2.216382295,-77.99533234
52,NARIÑO,52250,EL CHARCO,52250003,2023,3,3945,2490.0,29.12,6.22,2.216382295,-77.99533234
52,NARIÑO,52250,EL CHARCO,52250007,2023,3,12684,4642.0,64.0,9.46,2.216382295,-77.99533234
52,NARIÑO,52520,FRANCISCO PIZARRO,52520013,2023,3,0,0.0,3.0,0.0,2.088531925,-78.59193099
52,NARIÑO,52390,LA TOLA,52390005,2023,3,2213,733.0,10.86,8.45,2.56027333,-78.23506694
52,NARIÑO,52390,LA TOLA,52390013,2023,3,7359,2969.0,44.86,7.24,2.56027333,-78.23506694
52,NARIÑO,52390,LA TOLA,52390009,2023,3,5455,3019.0,38.05,7.35,2.56027333,-78.23506694
52,NARIÑO,52427,MAGÜÍ,52427901,2023,3,496,167.0,23.83,1.22,1.906858429,-78.04473644
52,NARIÑO,52427,MAGÜÍ,52427913,2023,3,963,479.0,11.05,5.15,1.906858429,-78.04473644
52,NARIÑO,52427,MAGÜÍ,52427013,2023,3,775,351.0,15.46,3.33,1.906858429,-78.04473644
52,NARIÑO,52427,MAGÜÍ,52427915,2023,3,2767,868.0,24.29,7.09,1.906858429,-78.04473644
52,NARIÑO,52490,OLAYA HERRERA,52490913,2023,3,2378,639.0,15.84,5.37,2.287856547,-78.31219024
52,NARIÑO,52835,SAN ANDRÉS DE TUMACO,52835055,2023,3,7546,2970.0,57.6,5.53,1.574550638,-78.61540963
52,NARIÑO,52696,SANTA BÁRBARA,52696014,2023,3,3237,5629.0,22.05,5.49,2.494420411,-77.98256461
52,NARIÑO,52696,SANTA BÁRBARA,52696022,2023,3,3097,1460.0,14.98,9.09,2.494420411,-77.98256461
86,PUTUMAYO,86573,PUERTO LEGUÍZAMO,86573009,2023,3,3091,1766.0,25.6,5.28,0.05947197,-75.06479327
86,PUTUMAYO,86573,PUERTO LEGUÍZAMO,86573000,2023,3,947979,302017.0,1945.33,23.25,0.05947197,-75.06479327
76,VALLE DEL CAUCA,76109,BUENAVENTURA,76109069,2023,3,11427,350.0,61.82,10.07,3.493340766,-77.11872832
76,VALLE DEL CAUCA,76109,BUENAVENTURA,76109105,2023,3,2959,497.0,17.16,7.05,3.493340766,-77.11872832
76,VALLE DEL CAUCA,76109,BUENAVENTURA,76109028,2023,3,106362,36271.0,206.45,23.47,3.493340766,-77.11872832
76,VALLE DEL CAUCA,76109,BUENAVENTURA,76109030,2023,3,4979,2103.0,24.9,12.01,3.493340766,-77.11872832
76,VALLE DEL CAUCA,76109,BUENAVENTURA,76109032,2023,3,6599,2840.0,32.22,8.05,3.493340766,-77.11872832
97,VAUPÉS,97161,CARURÚ,97161000,2023,3,26624,10338.0,89.06,12.1,1.052762314,-71.33093035
97,VAUPÉS,97001,MITÚ,97001000,2023,3,1458176,399178.0,2924.56,23.59,1.06148231,-70.46688401
97,VAUPÉS,97666,TARAIRA,97666000,2023,3,33885,10226.0,134.82,11.03,-0.719822209,-69.90776202
99,VICHADA,99773,CUMARIBO,99773000,2023,3,347049,139018.0,668.36,23.52,4.262454746,-69.52140484
99,VICHADA,99524,LA PRIMAVERA,99524000,2023,3,407790,162183.0,760.04,24.0,5.517593607,-69.62044054
99,VICHADA,99001,PUERTO CARREÑO,99001000,2023,3,2713999,848320.0,5011.6,23.58,5.836529669,-68.14122234
91,AMAZONAS,91001,LETICIA,91001000,2023,2,3393306,960122.0,7103.01,24.0,-3.530058784,-70.04513691
91,AMAZONAS,91540,PUERTO NARIÑO,91540000,2023,2,104321,36516.0,222.64,24.0,-3.631323222,-70.47199039
91,AMAZONAS,91798,TARAPACA (ANM),91798000,2023,2,24754,11145.0,101.1,10.17,-2.451794264,-70.00651535
5,ANTIOQUIA,5873,VIGÍA DEL FUERTE,5873002,2023,2,4704,821.0,50.4,6.3,6.453351334,-76.69504802
88,ARCHIPIÉLAGO DE SAN ANDRÉS y PROVIDENCIA,88564,PROVIDENCIA,88564000,2023,2,987913,214623.0,1774.96,24.0,13.3511096,-81.37388549
88,ARCHIPIÉLAGO DE SAN ANDRÉS y PROVIDENCIA,88001,SAN ANDRÉS,88001000,2023,2,14723182,4048813.0,27871.84,24.0,12.54311512,-81.71762382
13,BOLÍVAR,13001,CARTAGENA DE INDIAS,13001007,2023,2,46350,28186.0,182.16,10.2,10.46343362,-75.45889915
13,BOLÍVAR,13001,CARTAGENA DE INDIAS,13001037,2023,2,5151,2024.0,18.37,13.13,10.46343362,-75.45889915
13,BOLÍVAR,13001,CARTAGENA DE INDIAS,13001017,2023,2,7764,2349.0,32.45,11.03,10.46343362,-75.45889915
18,CAQUETÁ,18150,CARTAGENA DEL CHAIRA,18150001,2023,2,18931,7358.0,96.27,9.05,0.647693081,-74.27235499
18,CAQUETÁ,18150,CARTAGENA DEL CHAIRA,18150002,2023,2,3129,1511.0,40.52,3.31,0.647693081,-74.27235499
18,CAQUETÁ,18753,SAN VICENTE DEL CAGUÁN,18753002,2023,2,14153,5633.0,46.15,17.41,1.308465061,-74.19746971
18,CAQUETÁ,18753,SAN VICENTE DEL CAGUÁN,18753015,2023,2,4482,2181.0,44.54,4.41,1.308465061,-74.19746971
50,META,50325,MAPIRIPAN,50325000,2023,2,163943,62426.0,346.72,23.58,3.117523361,-71.93805692
18,CAQUETÁ,18753,SAN VICENTE DEL CAGUÁN,18753009,2023,2,5518,2299.0,49.08,5.45,1.308465061,-74.19746971
19,CAUCA,19318,GUAPI,19318008,2023,2,7523,3597.0,40.18,8.56,2.41326696,-77.69047531
19,CAUCA,19318,GUAPI,19318013,2023,2,11032,5802.0,54.26,9.05,2.41326696,-77.69047531
19,CAUCA,19418,LÓPEZ DE MICAY,19418011,2023,2,881,292.0,23.62,1.45,2.95819877,-77.24212158
19,CAUCA,19418,LÓPEZ DE MICAY,19418038,2023,2,2894,1428.0,28.26,4.42,2.95819877,-77.24212158
19,CAUCA,19418,LÓPEZ DE MICAY,19418012,2023,2,5821,1768.0,44.61,5.54,2.95819877,-77.24212158
0,CAUCA,19809,TIMBIQUÍ,19809014,2023,2,3457,909.0,25.76,5.57,2.699475127,-77.49131577
19,CAUCA,19809,TIMBIQUÍ,19809003,2023,2,5534,3828.0,32.28,7.12,2.699475127,-77.49131577
19,CAUCA,19809,TIMBIQUÍ,19809026,2023,2,8111,3623.0,43.51,8.4,2.699475127,-77.49131577
19,CAUCA,19809,TIMBIQUÍ,19809023,2023,2,0,0.0,0.0,0.0,2.699475127,-77.49131577
19,CAUCA,19809,TIMBIQUÍ,19809009,2023,2,3110,1440.0,22.63,5.53,2.699475127,-77.49131577
27,CHOCÓ,27006,ACANDÍ,27006000,2023,2,606674,194174.0,1196.62,22.35,8.383938499,-77.26560256
27,CHOCÓ,27006,ACANDÍ,27006007,2023,2,15260,5670.0,111.02,6.0,8.383938499,-77.26560256
27,CHOCÓ,27025,ALTO BAUDO,27025000,2023,2,48164,15826.0,140.1,23.19,5.636740989,-77.0842154
27,CHOCÓ,27075,BAHÍA SOLANO,27075002,2023,2,148952,57647.0,363.0,22.58,6.162762775,-77.41653534
27,CHOCÓ,27077,BAJO BAUDÓ,27077029,2023,2,986,279.0,8.02,6.23,4.492865435,-77.08271352
27,CHOCÓ,27077,BAJO BAUDÓ,27077026,2023,2,5614,2507.0,38.16,7.58,4.492865435,-77.08271352
27,CHOCÓ,27077,BAJO BAUDÓ,27077011,2023,2,3654,2233.0,32.0,5.31,4.492865435,-77.08271352
27,CHOCÓ,27077,BAJO BAUDÓ,27077000,2023,2,185116,79700.0,512.69,21.13,4.492865435,-77.08271352
27,CHOCÓ,27077,BAJO BAUDÓ,27077016,2023,2,6539,2563.0,39.68,8.27,4.492865435,-77.08271352
27,CHOCÓ,27077,BAJO BAUDÓ,27077916,2023,2,4302,2008.0,63.36,8.0,4.492865435,-77.08271352
27,CHOCÓ,27099,BOJAYÁ,27099000,2023,2,88854,26915.0,254.81,16.15,6.474666885,-77.09933025
27,CHOCÓ,27099,BOJAYÁ,27099005,2023,2,11318,5612.0,67.2,7.31,6.474666885,-77.09933025
27,CHOCÓ,27099,BOJAYÁ,27099030,2023,2,7573,3320.0,35.19,9.57,6.474666885,-77.09933025
27,CHOCÓ,27250,EL LITORAL DEL SAN JUAN,27250002,2023,2,2032,663.0,17.86,5.07,4.272940191,-76.98785828
27,CHOCÓ,27250,EL LITORAL DEL SAN JUAN,27250000,2023,2,65461,37421.0,207.64,20.3,4.272940191,-76.98785828
27,CHOCÓ,27372,JURADO,27372000,2023,2,158692,65712.0,322.4,23.43,7.103338868,-77.67973662
27,CHOCÓ,27425,MEDIO ATRATO,27425000,2023,2,16021,8377.0,64.0,12.37,6.033880098,-76.6734697
27,CHOCÓ,27425,MEDIO ATRATO,27425008,2023,2,477,198.0,15.29,1.23,6.033880098,-76.6734697
27,CHOCÓ,27450,MEDIO SAN JUAN,27450016,2023,2,0,0.0,0.0,0.0,4.621182739,-76.80861843
27,CHOCÓ,27495,NUQUÍ,27495912,2023,2,626,338.0,7.01,5.24,5.591359844,-77.33057439
